id,fund_id,manager_ar,manager_en,name_en,name_ar,short_name_ar,short_name_en,objective,category_ar,category_en,goals_ar,goals_en,sharia_compliant,logo,compare_index_ar,compare_index_en,inception_date,inception_price,currency,investment_percent,profit,risk,duration,index,ratio,aum,valuation_date,valuation_days_ar,valuation_days_en,announcement_days_ar,announcement_days_en,nav_per_unit,show,created_at,updated_at,minimum_subscription
"140","001025","شركة الرياض المالية","Riyad Capital Company","Riyad Balanced Income Fund","صندوق الرياض للدخل المتوازن","صندوق الدخل المتوازن",\N,"1","صناديق الأسهم - محلية",\N,\N,\N,"1","Riyad.png","S&P Saudi Sharia Compliant Index (50%) and the cost of financing in Saudi Riyal for six month among banks (50%).",\N,"2005-03-15","10.54","SAR","0","8.85","3","",\N,\N,"64257044.95","2023-06-05","الإثنين والخميس","Daily","الأحد والثلاثاء","Daily","24.1294","0","2021-10-28 18:49:10","2023-06-07 04:05:26","5,000"
"142","001055","شركة الرياض المالية","Riyad Capital Company","Riyad Global Income Fund","صندوق الرياض العالمي للدخل","العالمي للدخل",\N,"4","صناديق الأسهم - عالمية/ دولية",\N,\N,\N,"0","Riyad.png","MSCI ALL COUNTRIES WORLD INDEX",\N,"2014-03-23","10.1128","USD","0","-20.93","3","",\N,\N,"443115.25","2022-09-05","من الاثنين حتى الاربعاء","Monday to Wednesday","الاثنين،الأربعاء و الخميس","Monday, Wednesday and Thursday","10.7405","0","2021-10-28 18:49:10","2023-01-01 04:16:28","2,500"
"143","003100","شركة الاستثمار للأوراق المالية والوساطة","Alistithmar for Financial Securities and Brokerage","Alistithmar Capital SAR Murabaha Fund","صندوق الاستثمار كابيتال للمرابحة بالريال السعودي","صندوق صائب للمتاجرة بالسلع",\N,"4","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","aistithmar capital.png","مؤشر سايبور شهر واحد لقياس أداء الصندوق",\N,"2003-06-30","10.0301","SAR","0","3.97","1","",\N,\N,"497969755","2023-01-10","يومي","Daily","يومي","Daily","14.5805","0","2021-10-28 18:49:10","2023-01-12 04:17:55","2,000"
"146","006033","شركة اتش اس بي سي العربية السعودية","HSBC SAUDI ARABIA","HSBC Global Emerging Markets Equity Fund","صندوق إتش إس بي سي لأسهم الأسواق العالمية الناشئة","الأسهم العالمية الناشئة",\N,"4","صناديق الأسهم - عالمية/ دولية",\N,\N,\N,"1","HSBC.png","",\N,"2008-03-06","9.8243","USD","0","4.61","3","",\N,\N,"19580742.48","2021-06-29","الثلاثاء و الخميس","Tuesday and Thursday","الأحد والاربعاء","Sunday and Wednesday","13.5041","0","2021-10-28 18:49:10","2022-09-15 08:15:59","5,000"
"147","006038","شركة الأول للاستثمار","SAB Invest","SAB Invest GCC Equity Income Fund","صندوق الأول للإستثمار للأسھم الخلیجیة ذات الدخل","الأسهم الخليجية ذات الدخل",\N,"4","صناديق الأسهم - محلية",\N,\N,\N,"1","HSBC.png","",\N,"2012-06-10","10","SAR","0","8.94","3","",\N,\N,"134435481.18","2023-05-24","من الاثنين حتى الاربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","14.437","0","2021-10-28 18:49:10","2023-05-28 04:07:56","5,000"
"148","009045","شركة الأهلي المالية","SNB Capital","SNB Capital Corporates Sukuk Fund - Class B","صندوق الأهلي لصكوك الشركات - فئة ب","صكوك الشركات ب",\N,"1","صناديق أدوات دين - دولية",\N,\N,\N,"1","samba.jpg","",\N,"2020-08-31","9.9998","USD","0","0.08","2","",\N,\N,"5030580.41","2023-01-03","الثلاثاء","Tuesday","الأربعاء","Wednesday","9.8712","0","2021-10-28 18:49:10","2023-01-09 04:05:19","37,500"
"149","009046","شركة الأهلي المالية","SNB Capital","SNB Capital Corporates Sukuk Fund - Class A","صندوق الأهلي لصكوك الشركات - فئة أ","صكوك الشركات أ",\N,"1","صناديق أدوات دين - دولية",\N,\N,\N,"1","samba.jpg","",\N,"2020-08-31","10.0181","USD","0","-0.31","2","",\N,\N,"5265784.64","2023-01-03","الثلاثاء","Tuesday","الأربعاء","Wednesday","9.9336","0","2021-10-28 18:49:10","2023-01-09 04:05:19","5,000,000"
"150","011097","شركة الأهلي المالية","SNB Capital","SNB Capital US Dollar Sukuk Fund","صندوق الأهلي للصكوك بالدولار الأمريكي","الأهلي للصكوك",\N,"2","صناديق أدوات دين - دولية",\N,\N,\N,"1","NCB.jpg","%10 من المعدل المتحرك الآخر (30) يوم لنسبة العوائد بين البنوك على الدولار الأمريكي (لايبيد) + 90% من مؤشر (S&P) داو جونز للعائد الكلي على الصكوك",\N,"2010-03-09","1","USD","0","-0.04","2","",\N,\N,"12609152.61","2023-01-05","الإثنين و الأربعاء","Monday and Wednesday","الإثنين و الأربعاء","Monday and Wednesday","1.1699","0","2021-10-28 18:49:10","2023-01-09 04:05:18","37,500"
"153","014009","شركة البلاد للاستثمار","ALBILAD Investment Co","Albilad GCC Equity Income Fund","صندوق البلاد للأسهم الخليجية للدخل","البلاد للأسهم الخليجية للدخل",\N,"4","صناديق الأسهم - محلية",\N,\N,\N,"1","Albilad.png","ايدال ريتنق Albilad_Capital_GCC_Dividendss",\N,"2014-06-01","1","SAR","0","9.77","3","",\N,\N,"7883263.1","2023-05-21","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","1.2339","0","2021-10-28 18:49:10","2023-05-23 04:12:29","5,000"
"154","014010","شركة البلاد للاستثمار","ALBILAD Investment Co","ALBILAD FUND OF REIT FUND","صندوق البلاد للاستثمار في صناديق الاستثمار العقارية المتداولة","البلاد ريت القابض",\N,"4","صناديق قابضة",\N,\N,\N,"1","Albilad.png","",\N,"2018-05-06","9.9997","SAR","0","0.01","3","",\N,\N,"61186657.74","2023-01-04","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","10.7891","0","2021-10-28 18:49:10","2023-01-09 04:05:19","500"
"155","014013","شركة البلاد للاستثمار","ALBILAD Investment Co","Albilad Diversified SAR Fund","صندوق البلاد المتنوع بالريال السعودي","البلاد المتنوع بالريال السعودي",\N,"4","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","Albilad.png","مؤشر سايبور 3 شهور + 100 نقطة اساس",\N,"2021-05-05","10","SAR","4","2.09","1","",\N,\N,"213381772.72","2023-01-10","يومي","Daily","يومي","Daily","10.3069","0","2021-10-28 18:49:10","2023-01-12 04:17:55","5,000"
"156","023008","عوده كابيتال","Audi Capital","Audi Income fund","صندوق عوده للدخل","صندوق عوده للدخل",\N,"4","صناديق أدوات دين - دولية",\N,\N,\N,"1","Audi.png","بنسبة 70% من مؤشر إس آند بي لصكوك الشرق الأوسط وشمال أفريقيا وبنسبة 30% من مؤشر اللإقراض بين البنوك السعودية لمدة شهر واحد",\N,"2019-04-14","10","USD","0","-0.71","2","",\N,\N,"4326004.08","2023-01-10","يومي","Daily","يومي","Daily","8.5846","0","2021-10-28 18:49:10","2023-01-12 04:17:55","0"
"158","056003","الخير كابيتال السعودية","Al-Khair Capital Saudi Arabia","Al-Khair Capital Sukuk Plus Fund","صندوق الخير كابيتال بلص للصكوك","صندوق الخير للصكوك",\N,"4","صناديق أدوات دين - دولية",\N,\N,\N,"1","alkhabir.png","معدل الفائدة على الدولار الأمريكي لمدة ثلاثة شهور (LIBOR)",\N,"2014-06-01","100","USD","0","0.15",\N,"",\N,\N,"2465199.6","2023-01-03","الثلاثاء","Tuesday","الأربعاء","Wednesday","115.8961","0","2021-10-28 18:49:10","2023-01-09 04:05:19","10,000"
"159","056004","الخير كابيتال السعودية","Al-Khair Capital Saudi Arabia","Al-khair Capital IPOs Fund","صندوق الخير كابيتال للطروحات الأولية","صندوق الخير للطروحات الأولية",\N,"4","صناديق أخرى",\N,\N,\N,"1","alkhabir.png","مؤشر الخير كابيتال الإسلامي للإكتتاب )منطقة الشرق الأوسط(",\N,"2015-05-13","10","SAR","0","0.6","3","",\N,\N,"10121192.17","2023-01-04","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","10.3519","0","2021-10-28 18:49:10","2023-01-09 04:05:19","10,000"
"161","133006","شركة دراية المالية","Derayah Financial Co","Derayah GCC Growth and Income Equity Fund","صندوق دراية الخليجي لأسهم النمو والدخل","دراية الخليجي لأسهم النمو والدخل",\N,"4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","derayah.png","مؤشرأس أند بي للأسهم الخليجية ذات التوزيعات المتوافقة مع الشريعة الأسلامية.",\N,"2021-04-04","9.9983","SAR","0","18.05","3","",\N,\N,"48139001.63","2023-06-05","الإثنين والخميس","Monday and Thursday","الأحد والثلاثاء","Sunday and Tuesday","12.7116","0","2021-10-28 18:49:10","2023-06-07 04:18:07","1,000"
"164","153006","الخبير المالية","Al-Khabeer Capital","Alkhabeer Waqf Fund 1","صندوق الخبير الوقفي 1","صندوق وقفي 1",\N,"4","صناديق متعددة الأصول",\N,\N,\N,"1","alkhabir.png","مؤشر الخبير للأصول المدرة للدخل",\N,"2020-01-14","10.0066","SAR","1027360","-0.6594",\N,"",\N,\N,"7139079.36","2023-01-05","الإثنين والخميس","Monday and Thursday","الأحد والثلاثاء","Sunday and Tuesday","11.0122","0","2021-10-28 18:49:10","2023-01-09 04:05:18","1,000"
"166","156006","بلوم للإستثمار السعودية","Blominvest Saudi Arabia","ALRAYAN RESIDENCE FUND","صندوق الريان ريزيدنس","صندوق الريان ريزيدنس",\N,"4","صناديق عقارية",\N,\N,\N,"1","Blominvest.png","",\N,"2020-12-06","1000","SAR","0","26.41",\N,"",\N,\N,"69527265.76","2021-11-21","نصف سنوي","Semi-Annual","نصف سنوي","Semi-Annual","1","0","2021-10-28 18:49:10","2022-04-24 07:05:39",\N
"167","001003","شركة الرياض المالية","Riyad Capital Company","Riyad USD Trade Fund","صندوق الرياض للمتاجرة بالدولار","المتاجرة بالدولار",\N,"3","صناديق أسواق النقد - مرابحة بعملات أجنبية",\N,\N,\N,"1","Riyad.png","سعر تكلفة التمويل بين البنوك بالدولار الأمريكي لمدة شهر",\N,"1990-10-03","4.3965","USD","0","3.92","1","",\N,\N,"11790789.82","2023-01-10","من الأحد حتى الأربعاء","Sunday to Wednesday","من الأحد حتى الأربعاء","Sunday to Wednesday","6.0769","0","2021-10-28 18:49:10","2023-01-12 04:17:55","2,500"
"168","001015","شركة الرياض المالية","Riyad Capital Company","Riyad SAR Trade Fund","صندوق الرياض للمتاجرة بالريال","المتاجرة بالريال",\N,"3","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","Riyad.png","سعر تكلفة التمويل بين البنوك بالريال السعودي لمدة شهر",\N,"1993-07-01","1508.5098","SAR","0","4.06","1","",\N,\N,"5541654254.88","2023-01-10","من الاثنين حتى الاربعاء","Monday to Wednesday","من الإثنين حتى الخميس","Monday to Thursday","2","0","2021-10-28 18:49:10","2023-01-12 04:17:55","5,000"
"169","001020","شركة الرياض المالية","Riyad Capital Company","Riyad SAR Diversified Trade Fund","صندوق الرياض للمتاجرة المتنوع بالريال","المتاجرة المتنوع بالريال",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"1","Riyad.png","سعر تكلفة التمويل بين البنوك بالريال السعودي لمدة ثلاثة شهور",\N,"1999-05-24","1137.0729","SAR","0","3.82","1","",\N,\N,"11464937695.23","2023-01-10","من الأحد حتى الأربعاء","Sunday to Wednesday","من الإثنين حتى الخميس","Monday to Thursday","1","0","2021-10-28 18:49:10","2023-01-12 04:17:55","5,000"
"170","001030","شركة الرياض المالية","Riyad Capital Company","Riyad Al Mutahafedh Fund","صندوق الرياض المتحفظ","المتحفظ",\N,"3","صناديق متعددة الأصول",\N,\N,\N,"0","Riyad.png","مؤشرات مركبة",\N,"2001-06-10","9.9058","SAR","0","0.48","1","",\N,\N,"49232361.62","2023-01-10","من الإثنين حتى الخميس","Monday to Thursday","من الأحد حتى الأربعاء","Sunday to Wednesday","15.9827","0","2021-10-28 18:49:10","2023-01-12 04:17:55","5,000"
"171","001043","شركة الرياض المالية","Riyad Capital Company","Riyad Al Mutahafedh Sharia Fund","صندوق الرياض المتحفظ المتوافق مع الشريعة","المتحفظ شريعة",\N,"3","صناديق متعددة الأصول",\N,\N,\N,"1","Riyad.png","مؤشر مركب",\N,"2002-12-31","9.7555","SAR","0","0.34","1","",\N,\N,"20680585.49","2023-01-10","من الإثنين حتى الخميس","Monday to Thursday","من الأحد حتى الأربعاء","Sunday to Wednesday","15.7969","0","2021-10-28 18:49:10","2023-01-12 04:17:55","5,000"
"172","002005","الجزيرة للأسواق المالية","Aljazira Capital","AlJazira Saudi Riyal Murabaha Fund","صندوق الجزيرة للمرابحه بالريال السعودي","الجزيرة للمرابحه بالريال السعودي",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"1","aljazira.png","مؤشر سايبور لشهر واحد",\N,"2000-11-26","103.9438","SAR","1907476","4.27","1","",\N,\N,"1840241625.28","2023-01-10","يومي","Daily","يومي","Daily","154.7682","0","2021-10-28 18:49:10","2023-01-12 04:17:55","2,000"
"173","002013","الجزيرة للأسواق المالية","Aljazira Capital","Al Jazira USD Murabaha Fund","صندوق الجزيرة للمرابحة بالدولار الأمريكي","الجزيرة للمرابحة بالدولار",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"1","aljazira.png","مؤشر الليبور لشهر واحد",\N,"2019-02-10","100","USD","0","3.77","1","",\N,\N,"25304853.31","2023-01-10","يومي","Daily","يومي","Daily","106.7832","0","2021-10-28 18:49:10","2023-01-12 04:17:55","2,000"
"174","004001","شركة الأول للاستثمار","Alawwal Invest","Saudi Riyal Money Market Fund","صندوق أسواق النقد بالريال السعودي","الأول للنقد بالريال",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"0","ALAWWAL.png","مؤشر أسعار الفائدة على الودائع بالريال السعودي لمدة شهر بين البنوك السعودية.",\N,"1994-12-02","14.5315","SAR","0","3.76","1","",\N,\N,"79884042.15","2023-01-10","يومي","Daily","يومي","Daily","21.6967","0","2021-10-28 18:49:10","2023-01-12 04:17:55","5,000"
"175","004009","شركة الأول للاستثمار","Alawwal Invest","Al Yusr SAR Morabaha Fund","صندوق اليسر للمرابحة بالريال السعودي","الأول للمرابحة بالريال",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"1","ALAWWAL.png","مؤشر أسعار الفائدة على الودائع بالريال السعودي لمدة شهر بين البنوك السعودية.",\N,"2001-12-26","10.0102","SAR","0","4.19","1","",\N,\N,"112210805","2023-01-05","يومي","Daily","يومي","Daily","14.6319","0","2021-10-28 18:49:10","2023-01-09 04:05:18","5,000"
"176","004019","شركة الأول للاستثمار","Alawwal Invest","Al Yusr Morabaha & Sukuk Fund","صندوق اليسر للمرابحة والصكوك","الأول للمرابحة والصكوك",\N,"3","صناديق أدوات دين - دولية",\N,\N,\N,"1","ALAWWAL.png","مؤشر أسعار الفائدة على الودائع بالريال السعودي لمدة ستة أشهر بين البنوك السعودية.",\N,"2003-07-01","104.02","SAR","0","4.5","2","",\N,\N,"356536828.96","2023-01-05","يومي","Daily","يومي","Daily","12.4922","0","2021-10-28 18:49:10","2023-01-09 04:05:18","5,000"
"177","005009","السعودي الفرنسي كابيتال","Saudi Fransi Capital","US Dollar Money Market Fund","صندوق الأسواق المالية بالدولار الامريكي","الأسواق المالية بالدولار",\N,"3","صناديق أسواق النقد - دولية",\N,\N,\N,"0","Saudi fransi.jpg","ليبور لأسبوع واحد",\N,"1986-11-15","2.0274","USD","0","3.12","1","",\N,\N,"18216572.95","2023-01-05","يومي","Daily","يومي","Daily","2.8406","0","2021-10-28 18:49:10","2023-01-09 04:05:18","1,000"
"178","005010","السعودي الفرنسي كابيتال","Saudi Fransi Capital","Saudi Riyal  Money Market Fund","صندوق الأسواق المالية بالريال السعودي","الأسواق المالية بالريال",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"0","Saudi fransi.jpg","سيبور للأسبوع واحد",\N,"1987-07-11","24.3454","SAR","0","3.16","1","",\N,\N,"522359644.77","2023-01-05","يومي","Daily","يومي","Daily","28.3557","0","2021-10-28 18:49:10","2023-01-09 04:05:18","2,000"
"179","005012","السعودي الفرنسي كابيتال","Saudi Fransi Capital","Al-Badr Murabaha Fund - US Dollars","صندوق البدر للمرابحة بالدولار الأمريكي","البدر- دولار",\N,"3","صناديق أسواق النقد - مرابحة بعملات أجنبية",\N,\N,\N,"1","Saudi fransi.jpg","ليبور لاسبوع - 20 نقطة أساس",\N,"1997-08-18","1.2121","USD","0","3.1","1","",\N,\N,"20971893.73","2023-01-05","يومي","Daily","يومي","Daily","1.6837","0","2021-10-28 18:49:10","2023-01-09 04:05:18","1,000"
"180","005016","السعودي الفرنسي كابيتال","Saudi Fransi Capital","Al-Badr Murabaha Fund - SAR","صندوق البدر  للمرابحة بالريال السعودي","البدر - ريال",\N,"3","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","Saudi fransi.jpg","سيبور لإسبوع 20 نقطة أساس",\N,"1999-09-01","11.0903","SAR","0","3.48","1","",\N,\N,"937167692.73","2023-01-05","يومي","Daily","يومي","Daily","16.1732","0","2021-10-28 18:49:10","2023-01-09 04:05:18","2,000"
"181","008007","شركة العربي المالية","ANB Capital","ANB Capital Balanced Fund","صندوق العربي المالية المتوازن","العربي المتوازن",\N,"3","صناديق قابضة",\N,\N,\N,"0","anb.jfif","50% معدل سعر الفائدة بين البنوك (لايبور) شهر واحد، و25% مورقان ستانلي للأسهم العالمية، و25% مؤشر تداول لجميع الأسهم السعودية",\N,"2001-08-11","9.4659","USD","0","0.18","2","",\N,\N,"7412749.2187","2023-01-04","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","22.6513","0","2021-10-28 18:49:10","2023-01-09 04:05:19","2,000"
"182","009003","شركة الأهلي المالية","SNB Capital","SNB Capital Al Sunbullah SAR","صندوق الأهلي السنبلة بالريال","السنبله ريال",\N,"1","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","samba.jpg","هو مؤشر سيبور لشهر واحد SIBOR 1 month Index",\N,"1986-11-13","2069.4145","SAR","0","5.27","2","",\N,\N,"3961191140.27","2023-01-11","يومي","Daily","يومي","Daily","119.9087","0","2021-10-28 18:49:10","2023-01-12 04:17:55","7,500"
"183","009004","شركة الأهلي المالية","SNB Capital","SNB Capital Al Sunbullah USD","صندوق الأهلي السنبلة بالدولار","السنبله دولار",\N,"3","صناديق أسواق النقد - مرابحة بعملات أجنبية",\N,\N,\N,"1","samba.jpg","هو مؤشر لايبور الأمريكي لشهر واحد US LIBOR 1 month index",\N,"1986-12-05","2070.5948","USD","0","4.91","1","",\N,\N,"56396559.98","2023-01-11","يومي","Daily","يومي","Daily","29.2905","0","2021-10-28 18:49:10","2023-01-12 04:17:55","0"
"184","009010","شركة الأهلي المالية","SNB Capital","SNB Capital Al Razeen SAR Liquidity Fund","صنـدوق الأهلي الرزين بالريال","الرزين ريال",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"0","samba.jpg","هو مؤشر سيبور لشهر واحد SIBOR 1 month Index",\N,"1988-10-31","1952.673","SAR","0","4.58","1","",\N,\N,"740027791","2023-01-11","يومي","Daily","يومي","Daily","29.9876","0","2021-10-28 18:49:10","2023-01-12 04:17:55","7,500"
"185","009011","شركة الأهلي المالية","SNB Capital","SNB Capital Al Razeen USD Liquidity Fund","صنـدوق الأهلي الرزين بالدولار","الرزين دولار",\N,"3","صناديق أسواق النقد - دولية",\N,\N,\N,"0","samba.jpg","هو مؤشر لايبور الأمريكي لشهر واحد US LIBOR 1 month index",\N,"1987-09-30","2009.1373","USD","40236620","3.91","1","",\N,\N,"12275968","2023-01-11","يومي","Daily","يومي","Daily","28.105","0","2021-10-28 18:49:10","2023-01-12 04:17:55","2,000"
"186","011040","شركة الأهلي المالية","SNB Capital","AlAhli International Trade Fund","صندوق الأهلي للمتاجرة العالمية","المتاجرة العالم",\N,"3","صناديق أسواق النقد - دولية",\N,\N,\N,"1","NCB.jpg","المعدل المتحرك لآخر (30) يوم لنسبة العوائد بين البنوك على الدولار الأمريكي (لايبيد) لمدة شھر واحد.",\N,"1987-03-02","1.9936","USD","0","3.83","1","",\N,\N,"103073356.89","2023-01-11","يومي","Daily","يومي","Daily","2.7792","0","2021-10-28 18:49:10","2023-01-12 04:17:55","2,000"
"187","011041","شركة الأهلي المالية","SNB Capital","AlAhli Saudi Riyal Trade Fund","صندوق الأهلي للمتاجرة بالريال السعودي","المتاجرة بالريال",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"1","NCB.jpg","المعدل المتحرك لآخر (30) يوم لنسبة العوائد بين البنوك على الريال&#13;(سايبيد) لمدة شھر واحد.",\N,"1995-04-03","1.389","SAR","0","3.5","1","",\N,\N,"7401665633.26","2023-01-11","يومي","Daily","يومي","Daily","1.9502","0","2021-10-28 18:49:10","2023-01-12 04:17:55","5,000"
"188","011055","شركة الأهلي المالية","SNB Capital","SNB Capital Multi-Asset Conservative Fund","صندوق الأهلي متعدد الأصول المتحفظ","متعدد الأصول المتحفظ",\N,"1","صناديق متعددة الأصول",\N,\N,\N,"1","NCB.jpg","75 في المائة سايبور لشھر واحد بالإضافة إلى 25 في المائة من مؤشر إم إس سي آي الإسلامي لجميع دول العالم من الفئة إم",\N,"2003-10-02","1","USD","0","-0.05","2","",\N,\N,"147002137.61","2023-01-05","يومي","Daily","يومي","Daily","1.6932","0","2021-10-28 18:49:10","2023-01-09 04:05:18","7,500"
"189","011073","شركة الأهلي المالية","SNB Capital","SNB Capital Diversified US Dollar Fund","صندوق الأهلي المتنوع  بالدولار الأمريكي","المتنوع بالدولار",\N,"3","صناديق أدوات دين - دولية",\N,\N,\N,"1","NCB.jpg","من لايبر 80% بالإضافة إلى 20% من الاتفاقيات المبادلة بالدولار الأمريكي لخمس 5 سنوات",\N,"2003-10-01","1","USD","100000","3.21","2","",\N,\N,"205369847.34","2023-01-11","يومي","Daily","يومي","Daily","1.3833","0","2021-10-28 18:49:10","2023-01-12 04:17:55","2,000"
"190","011081","شركة الأهلي المالية","SNB Capital","SNB Capital Sadaqqat Fund","صندوق الأهلي للصدقات","الأهلي للصدقات",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"1","NCB.jpg","المعدل اليومي لنسبة العوائد بين البنوك على الريال (سايبيد) لمدة شهر واحد",\N,"2002-01-31","1","SAR","0","1.54","1","",\N,\N,"23174273.18","2022-12-29","شهري","Monthly","شهري","Monthly","1","0","2021-10-28 18:49:10","2023-01-09 04:05:19","1,000"
"192","014003","شركة البلاد للاستثمار","ALBILAD Investment Co","Albilad SAR Murabaha Fund","صندوق البلاد للمرابحة بالريال السعودي","البلاد للمرابحة بالريال السعودي",\N,"3","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","Albilad.png","السايبور لشهر واحد",\N,"2006-01-01","1","SAR","0","4.27","1","",\N,\N,"875301866.28","2023-01-10","يومي","Daily","يومي","Daily","1.3599","0","2021-10-28 18:49:10","2023-01-12 04:17:55","8,000"
"193","045002","شركة الإنماء للإستثمار","Alinma Investment Company","Alinma Saudi Riyal Liquidity Fund","صندوق الإنماء للسيولة بالريال السعودي","صندوق الإنماء للسيولة",\N,"3","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","alinma.jpg","معدل العائد على الريال السعودي لمدة شهر SAIBID 1 month",\N,"2011-01-01","10","SAR","380000","3.79","1","",\N,\N,"2020867031.92","2023-01-05","يومي","Daily","يومي","Daily","11.9651","0","2021-10-28 18:49:10","2023-01-09 04:05:18","5,000"
"194","056002","الخير كابيتال السعودية","Al-Khair Capital Saudi Arabia","Al-khair Capital Murabaha Fund Saudi Riyal","صندوق الخير كابيتال للمرابحة بالريال السعودي","صندوق الخير للمرابحة بالريال",\N,"3","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","alkhabir.png","سايبور",\N,"2014-04-27","10","SAR","170438512","4.23","1","",\N,\N,"408671749.92","2023-01-09","يومي","Daily","يومي","Daily","11.9712","0","2021-10-28 18:49:10","2023-01-10 04:15:18","10,000"
"195","104001","شركة الأول كابيتال","Alawwal Capital Company","Alawwal Saudi Riyal Murabaha","مرابحات الأول بالريال السعودي","مرابحات الأول",\N,"3","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","ALAWWAL.png","",\N,"2009-04-16","10.0006","SAR","588042","0.07","1","",\N,\N,"66421924","2023-01-10","يومي","Daily","يومي","Daily","12.7787","0","2021-10-28 18:49:10","2023-01-12 04:17:55","5,000"
"196","138003","شركة مشاركة المالية","Musharaka Capital Company","Musharaka Murabahat & Sukuk Fund","صندوق مشاركة للمرابحات والصكوك","صندوق المرابحات والصكوك",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"1","Musharaka.png","مؤشر سايبد (SIBID) معدل الفائدة على الريال السعودي",\N,"2020-03-08","9.9996","SAR","0","0.076","1","",\N,\N,"12297194.29","2023-01-10","يومي","Daily","يومي","Daily","10.6337","0","2021-10-28 18:49:10","2023-01-12 04:17:55","10,000"
"197","154003","شركة سيكو المالية","SICO Capital Company","SICO Capital Money Market Fund","صندوق سيكو المالية لأسواق النقد","مسقط المالية لأسواق النقد",\N,"3","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","muscat.jpg","",\N,"2016-06-01","10","SAR","17118264","2.57","1","",\N,\N,"153875347.668","2023-01-10","يومي","Daily","يومي","Daily","11.8032","0","2021-10-28 18:49:10","2023-01-12 04:17:55","0"
"199","159002","شركة ألفا المالية","Alpha Capital Company","Alpha Murabaha Fund","صندوق ألفا للمرابحة","صندوق ألفا للمرابحة",\N,"3","صناديق أسواق النقد - محلية",\N,\N,\N,"1","ALPHA.png","1 M SIBOR",\N,"2018-10-15","10.0001","SAR","0","4.27","1","",\N,\N,"2453264609.34","2023-01-05","يومي","Daily","يومي","Daily","10.9365","0","2021-10-28 18:49:10","2023-01-09 04:05:18","10,000"
"200","002014","الجزيرة للأسواق المالية","Aljazira Capital","Aljazira Sukuk Fund","صندوق الجزيرة للصكوك","الجزيرة صكوك",\N,"2","صناديق أدوات دين - دولية",\N,\N,\N,"1","aljazira.png","مؤشر داو جونز للصكوك",\N,"2020-08-23","99.834","USD","0","-0.02","2","",\N,\N,"39931606.2","2023-01-05","الإثنين والخميس","Monday and Thursday","الأحد والثلاثاء","Sunday and Tuesday","89.0961","0","2021-10-28 18:49:10","2023-01-09 04:05:18","2,000"
"201","006014","شركة الأول للاستثمار","Alawwal Invest","Alawwal Invest Saudi Riyal Murabaha Fund","صندوق الأول للإستثمار للمرابحة بالریال السعودي","مرابحة بالريال",\N,"2","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","HSBC.png","",\N,"1998-12-05","11.5087","SAR","0","3.6","1","",\N,\N,"1440459789.1","2023-01-05","يومي","Daily","يومي","Daily","16.9361","0","2021-10-28 18:49:10","2023-01-09 04:05:19","5,000"
"202","006015","شركة الأول للاستثمار","Alawwal Invest","Alawwal Invest US Dollar Murabaha Fund","صندوق الأول للإستثمار للمرابحة بالدولار الأمریكي","للمرابحة بالدولار",\N,"2","صناديق أسواق النقد - مرابحة بعملات أجنبية",\N,\N,\N,"1","HSBC.png","سعر متوسط المرابحة لمدة شهر واحد للدولار الأمريكي.",\N,"1998-12-05","11.3483","SAR","0","3.74","1","",\N,\N,"17814620.36","2023-01-05","يومي","Daily","يومي","Daily","15.3799","0","2021-10-28 18:49:10","2023-01-09 04:05:18","2,000"
