id,news_title_en,news_title_ar,news_brief_en,news_brief_ar,stock_id,news_link_en,news_link_ar
"2326","addendum ad","إعلان إلحاقي","Further to the company's previous announcement published on 04/12/1444 AH (corresponding to 11/06/2022 AD) regarding the signing of a memorandum of understanding on 04/09/1444 AH (corresponding to 11/03/2022 AD) in connection with a securities exchange deal with Umm Al-Qura Cement Company. The company announces that it has been agreed with Umm Al-Qura Cement Company to extend this memorandum with the same previous terms and conditions for an additional period of six months","إلحاقاً لإعلان الشركة السابق والمنشوربتاريخ 12/04/1444ه (الموافق 06/11/2022م) بخصوص توقيع مذكرة تفاهم بتاريخ 09/04/1444ه (الموافق 03/11/2022م) فيما يتعلق بصفقة مبادلة أوراق مالية مع شركة أسمنت ام القرى ، عليه تود الشركة ان تعلن أنه تم الاتفاق مع شركة أسمنت ام القرى على تمديد هذه المذكرة بنفس الشروط والأحكام السابقة لمدة ستة أشهر إضافية","3003","https://t.co/6qHIb7TcqX","https://t.co/Y5oafhAySW"
"2325","Amending the assembly's agenda","تعديل جدول اعمال الجمعية","The amendment was made by deleting the item of approval to grant a member of the Board of Directors, Mr. Ali Suleiman Al-Ayed, a lump sum bonus of 100,000 riyals based on the decision of the Board of Directors.","تم التعديل بحذف بند الموافقة على منح عضو مجلس الإدارة الاستاذ علي سليمان العايد مكافأة مقطوعة وقدرها 100,000 ريال بناء على قرار مجلس الإدارة.","8312","https://t.co/MEn8HgD8Jd","https://t.co/VrnrItanmU"
"2324","trading results","نتائج التداول","Results: (29,392,052) new shares offered have been subscribed out of the total number of (35,000,000) shares. The start date of the remaining offer: 10-10-1444 corresponding to 04-30-2023 The date of the end of the remaining offer: 10-11-1444 corresponding to 05-2023 -01","النتائج : تم الاكتتاب بعدد (29,392,052) سهم من الأسهم الجديدة المطروحة من إجمالي عدد (35,000,000) سهم تاريخ بدايه الطرح المتبقي : 1444-10-10 الموافق 2023-04-30 تاريخ نهاية الطرح المتبقي : 1444-10-11 الموافق 2023-05-01","4070","https://t.co/z1INAHfihF","https://t.co/Zu50hBzZpA"
"2323","Project award","ترسية مشروع","Awarding a project to renew the maintenance contract for the electronic health system of King Saud University, with a total value of 50,159,734.00 Saudi riyals (only fifty million, one hundred and fifty-nine thousand, seven hundred and thirty-four Saudi riyals) Award date: 10-06-1444 corresponding to 04-26-2023","ترسية مشروع تجديد عقد الصيانة لنظام الصحي الإلكتروني لجامعة الملك سعود بقيمة إجمالية وقدرها 50,159,734.00 ريال سعودي (فقط خمسون مليوناً ومائة وتسعة وخمسون ألفاً وسبعمائة وأربعة وثلاثون ريالاً سعودياً ) تاريخ الترسية : 1444-10-06 الموافق 2023-04-26","7204","https://t.co/uPUjN8jMz0","https://t.co/eiNBRFH3LN"
"2322","Supplementary update","تحديث الملحق التكميلي","Updating the supplementary appendix, as of 06/10/1444H corresponding to 04/26/2023G. The (“subscription price”) has been determined for the additional units at a price of (8.64) Saudi riyals per unit, and the starting date for subscribing to the fund’s total asset value increase, as of Monday. On 10/11/1444 AH, corresponding to 05/01/2023 AD, until Sunday, 10/24/1444 AH, corresponding to 05/14/2023 AD (for a period of ten working days).","تحديث الملحق التكميلي، وذلك اعتباراً من تـاريخ 1444/10/06هـ الموافـق 2023/04/26م تم تحديد (""سعر الاشتراك"") للوحدات الإضافية بسعر (8.64) ريال سعودي للوحدة و موعد بدء الاشتراك في زيادة إجمالي قيمة أصول الصندوق وذلك اعتباراً من يوم الاثنين بتاريخ 11 / 10 / 1444هــ الموافق 01 / 05 / 2023م وحتى يوم الاحد بتاريخ 24 / 10 / 1444هــ الموافق 14 / 05 / 2023م (لمدة عشر أيام عمل).","4344","https://t.co/TS4Gdk6Zey","https://t.co/BLaDXr1fxO"
"2321","corrective ad","إعلان تصحيحي","The wrong statement: In the previous announcement, it was stated that the earnings (loss) per share for the year 2022 AD is 3.12 riyals, and for the year 2021 AD it is 1.94 riyals.
And correcting the error is that the earnings (loss) per share for the year 2022 AD is 3.41 riyals, and for the year 2021 AD it is 2.58 riyals.","البيان الخاطئ:ورد في الإعلان السابق أن ربحية (خسارة) السهم للعام 2022م هي 3.12 ريال، وللعام 2021م هي 1.94 ريال
وتصحيح الخطأ أن ربحية (خسارة) السهم للعام 2022م هي 3.41 ريال وللعام 2021م هي 2.58 ريال","9540","https://t.co/c6b6qd2sS9","https://t.co/0rYiRQC8a0"
"2320","Receive notification","تلقي اشعار","The company announces that it has received a notice from one of its shareholders, Gulf Insurance Group (Gulf), a company registered in the Kingdom of Bahrain, of a possible change in the ownership structure of its parent company, Gulf Insurance Group (Kuwait) (a public shareholding company listed on the Kuwait Stock Exchange). This potential change will not have any impact on Gulf Insurance Group ownership structure","تعلن الشركة  عن تلقيها إشعاراً من أحد مساهميها مجموعة الخليج للتأمين (الخليج)  شركة مسجلة في مملكة البحرين بتغيير محتمل في هيكل ملكية شركتها الأم مجموعة الخليج للتأمين(الكويت)"" (شركة مساهمة عامة مدرجة في بورصة الكويت) ، لن يكون لهذا التغيير المحتمل أي أثرعلى هيكل ملكية مجموعة الخليج للتأمين","8250","https://t.co/gZSLJM4ASr","https://t.co/sfcLsxAsei"
"2319","Project award","ترسية مشروع","The company announces that it has received on 04/18/2023 AD, corresponding to 09/27/1444 AH, approval of a competing award for a project to supply and install inspection devices with (Border Guard) with a total value of (2,987,700) two million nine hundred and eighty-seven thousand and seven hundred Saudi riyals, including tax Value Added","تعلن الشركة تلقيها بتاريخ 18-04-2023م الموافق 27/09/1444هـ الموافقة على ترسية منافسة لمشروع توريد وتركيب اجهزة تفتيش مع (حرس الحدود) بقيمة إجمالية قدرها (٢,٩٨٧,٧٠٠) اثنان مليون وتسعمائة وسبعة وثمانون الف وسبعمائة ريال سعودي شاملة ضريبة القيمة المضافة","9524","https://t.co/kiPYHUPbZx","https://t.co/OMXO5UkieH"
"2318","corrective ad","إعلان تصحيحي","The wrong statement in the previous announcement of the fiscal year 2022
Total shareholders' equity (after excluding minority interests) = 46,135,450
fiscal year 2021
Total shareholders' equity (after excluding minority interests) = 42,552,520
The change rate is 8.42%, correcting the error for the fiscal year 2022
Total shareholders' equity (after excluding minority interests) = 46,936,401
fiscal year 2021
Total shareholders' equity (after excluding minority interests) = 42,509,589
The percentage change is 10.41%.","البيان الخاطئ في الاعلان السابق السنه المالية 2022
إجمالي حقوق المساهمين (بعد استبعاد حقوق الأقلية) = 46,135,450
السنة المالية 2021
إجمالي حقوق المساهمين (بعد استبعاد حقوق الأقلية) = 42,552,520
نسبة التغير 8.42%   تصحيح الخطأ السنه المالية 2022
إجمالي حقوق المساهمين (بعد استبعاد حقوق الأقلية) = 46,936,401
السنة المالية 2021
إجمالي حقوق المساهمين (بعد استبعاد حقوق الأقلية) =42,509,589
نسبة التغير 10.41%","9561","https://t.co/kARqwuFnja","https://t.co/sLOwxtyh8k"
"2317","Opening of its first branch","افتتاح فرعها الأول","The company announces the opening of its first branch in the State of Kuwait. This branch is the beginning of the expansion plan in the State of Kuwait, as it is planned to open the second branch in the State of Kuwait during the second quarter of this year. This expansion comes in accordance with the expansion strategy outside Saudi Arabia.","تعلن الشركة عن  افتتاح فرعها الاول في دولة الكويت هذا الفرع هو بداية لخطة التوسع في دولة الكويت حيث انه من المخطط افتتاح الفرع الثاني في دولة الكويت خلال الربع الثاني من هذا العام ويأتي هذا التوسع وفقاً للاستراتيجية التوسعية خارج السعودية","4192","https://t.co/iV78P1kHNJ","https://t.co/uK08zTAoes"
"2316","Annual financial results ending on 12-31-2022","النتائج المالية السنوية المنتهية في 2022-12-31","Achieving profits of 224,000 riyals by the end of 2022... and losses in the fourth quarter are 10 million riyals","تحقق أرباحا قدرها 224 ألف ريال بنهاية عام 2022.. وخسائر الربع الرابع 10 ملايين ريال","4290","https://t.co/94RAEdFHKR","https://t.co/OyWwdkJqkV"
"2315","Amendments in the composition of the Board of Directors","تعديلات في تشكيل مجلس الادراة","1- Accepting the request of His Excellency Dr. Nabil bin Muhammad Al-Amoudi not to continue to chair the company's board of directors due to his special circumstances, while continuing as an (independent) board member.
2- Approving the appointment of a member of the Board of Directors, Mr. Abdul Karim bin Ibrahim Al-Nafeh, as Chairman of the Board of Directors.
The decisions are effective from April 20, 2023 AD until November 30, 2024 AD.”","١- قبول طلب معالي الدكتور/ نبيل بن محمد العامودي بعدم الاستمرار في رئاسة مجلس إدارة الشركة نظراً لظروفه الخاصة، مع استمراره كعضو مجلس إدارة (مستقل).
٢- الموافقة على تعيين عضو مجلس الإدارة الأستاذ/عبد الكريم بن إبراهيم النافع رئيساً لمجلس الإدارة.
تسري القرارات اعتباراً من تاريخ 20 أبريل 2023م وحتى تاريخ 30 نوفمبر 2024م.","7020","https://t.co/BcuFO7FWvW","https://t.co/QWwEgQHiOL"
"2314","Signing an agreement","توقيع اتفاقية","A conditional land development agreement was signed with the National Housing Company to develop residential villas within the master plan of the East Lakes project in Jeddah, with a total value of the project estimated at 418,312,815 riyals, including the value of the land.","تم توقيع اتفاقية تطوير أراض مشروطة مع الشركة الوطنية للإسكان لتطوير فلل سكنية ضمن المخطط الرئيسي لمشروع شرق البحيرات بمدنية جدة بقيمة إجمالية للمشروع تقدر بـ 418,312,815 ريال شامله قيمة الأرض.","4322","https://t.co/00BvRvVXGd","https://t.co/NBQWe9AL9v"
"2313","Contract award","ترسية عقد","The company has received a letter of awarding tender works for the supply of electrical distribution transformers for one of its subsidiaries. Date of award: 09-29-1444 corresponding to 04-20-2023. The value of the contract is approximately 79,000,000 million riyals. The expected date of signing the contract: 11-11-1444 corresponding to 05-2023 31""","تم تلقي الشركة خطاب ترسية أعمال مناقصة توريد محولات توزيع كهربائية لإحدى شركاتها التابعةتاريخ الترسية :1444-09-29 الموافق 2023-04-20 قيمة العقد	79,000,000 مليون ريال تقريبا. التاريخ المتوقع لتوقيع العقد :1444-11-11 الموافق 2023-05-31","1303","https://t.co/xHowZ7qc6D","https://t.co/BMEv85Ao9k"
"2312","Preliminary financial results for the period ending on March 31, 2023 AD (three months)","النتائج المالية الأولية للفترة المنتهية في 31 مارس 2023م (ثلاثة أشهر)","Profits decreased to 470.3 million riyals (-56%) by the end of the first quarter of 2023","انخفاض الأرباح  إلى 470.3 مليون ريال (- 56%) بنهاية الربع الأول 2023","2310","https://t.co/k1ax1YBnKO","https://t.co/S0Qd9kL6ZG"
"2311","Signing an agreement","توقيع اتفاقية","The company announces that its subsidiary (Telecommunications Towers Company - Tawal) on 09/29/1444 AH corresponding to 04/20/2023 has signed a Sale and Purchase Agreement (SPA) in exchange for cash for the full value of the deal. The value of the deal is 1.220 billion euros, equivalent to approximately 5 billion Saudi riyals. Reasons The deal: Supporting Towal's plans to expand in the infrastructure sector by entering global markets.","تعلن الشركة قيام شركتها التابعة (شركة أبراج الاتصالات - توال) بتاريخ 29-09-1444هـ الموافق 20-04-2023 بتوقيع اتفاقية البيع والشراء (SPA) بمقابل نقدي لكامل قيمة الصفقة وقيمة الصفقة	1.220 مليار يورو بما يعادل تقريباً 5 مليار ريال سعودي اسباب الصفقة :دعم خطط توال للتوسع في قطاع البنية التحتية من خلال الدخول في أسواق عالمية.","7010","https://t.co/pSPXByJhsN","https://t.co/alUN5CnDIG"
"2310","addendum ad","إعلان إلحاقي","The change in development: the accumulated losses reached 25% of the company’s capital. The financial impact of the change: reclassification of losses for previous years","تغير الحاصل على التطوير : بلوغ الخسائر المتراكمة 25% من رأس مال الشركة الأثر المالي للتغير الحاصل: إعادة تبويب الخسائر لسنوات سابقة","4240","https://t.co/00BWHSGON0","https://t.co/nrgxHoftEY"
"2309","Board recommendation","توصية مجلس الإدارة","The Board of Directors decided on 09/28/1444 AH corresponding to 04/19/2023 AD First: Divide the nominal value of the share from (10) ten riyals per share to (1) one riyal per share, so that the number of the company’s shares becomes (900,000,000) nine hundred million shares instead of (90,000,000). ) ninety million shares.
Second: Canceling the limitation of the term of the company specified in the company’s articles of association to (99) years.
Third: Cancellation of the statutory reserve clause in the Articles of Association.","قرر مجلس الإدارة بتاريخ 28/09/1444هـ الموافق 19/04/2023م أولا : تجزئة القيمة الأسمية للسهم من (10) عشرة ريالات للسهم إلى (1) واحد ريال للسهم لتصبح عدد أسهم الشركة (900,000,000) تسعمائة مليون سهم بدلاً من (90,000,000) تسعين مليون سهم.
ثانياً: الغاء تحديد مدة الشركة المحددة في نظام الشركة الاساس بـ (99) عاماً.
ثالثاً: إلغاء بند الاحتياطي النظامي بالنظام الأساسي","4001","https://t.co/7hrERU2Sdb","https://t.co/SmBmw8GIHI"
"2308","Awarding a running project","ترسية مشروع تشغيل","The company announces that it has received a notice of awarding a project to operate the public transport network by buses in Jazan for a period of five years, with a project value of 93 million Saudi riyals.","تعلن الشركة استلامها اشعاراً بترسية مشروع تشغيل شبكة النقل العام بالحافلات بحاضرة جازان لمدة خمس سنوات  بقيمة مشروع	93 مليون ريال سعودي","4040","https://t.co/ZKYeKucEL7","https://t.co/XIKtNY4ck8"
"2307","Subscription start date","موعد بدء الاشتراك","Beginning to participate in increasing the total value of the fund’s assets, through an additional offering to investors, starting from Monday on 10/11/1444 AH corresponding to 01/05/2023 AD until Sunday on 10/24/1444 AH corresponding to 05/14/2023 AD (for a period of ten working days )","بدء الاشتراك في زيادة إجمالي قيمة أصول الصندوق وذلك عن طريق الطرح الإضافي للمستثمرين اعتباراً من يوم الاثنين بتاريخ 11 / 10 / 1444هــ الموافق 01 / 05 / 2023م وحتى يوم الاحد بتاريخ 24 / 10 / 1444هــ الموافق 14 / 05 / 2023م (لمدة عشر أيام عمل)","4344","https://t.co/v5u06U8btg","https://t.co/QgvAnKzuQc"
"2306","meeting results","نتائج اجتماع","Approval of increasing the total value of the fund’s assets by six hundred million Saudi riyals (600,000,000 Saudi riyals) by issuing additional units with the aim of acquiring Atelier La Vie real estate.","الموافقة على زيادة إجمالي قيمة أصول الصندوق بقيمة ستمائة مليون ريال سعودي (600,000,000 ريال سعودي) من خلال طرح وحدات إضافية بهدف الاستحواذ على عقار أتيليه لافي","4344","https://t.co/IZHo1Tats4","https://t.co/uDtnTpumJN"
"2305","Contract award","ترسية العقد","The company will carry out rehabilitation, testing, operation and maintenance of wastewater treatment plants","ستقوم الشركة بتنفيذ أعمال إعادة التأهيل واختبار وتشغيل وصيانة محطات معالجة مياه الصرف الصحي","2081","https://t.co/tXcEJcXxk6","https://t.co/4XbRtsWjAd"
"2304","opening new branch","افتتاح فرع جديد","The opening of its new branch, in the city of Qatif in the Eastern Province, Al-Majidiyah district, in order to enhance its network of branches, and in line with the company's expansion strategy that aims to spread more in the various cities and governorates of the Kingdom.","افتتاح فرعها الجديد، في مدينة القطيف بالمنطقة الشرقية، حي المجيدية، وذلك تعزيزا لشبكة فروعها، وتماشيا مع استراتيجية الشركة التوسعية التي تستهدف الانتشار أكثر في مختلف مدن ومحافظات المملكة.","4261","https://t.co/woNTFEfU2c","https://t.co/t8Do8y44f4"
"2303","Project award","ترسية مشروع","Awarding the project of supplying and installing systems, visual and audio solutions, and smart digital services for halls and main offices with the Public Investment Fund - Phase Two, with a total value of 96,361,437.10 Saudi riyals","ترسية مشروع توريد وتركيب الأنظمة والحلول المرئية والصوتية والخدمات الرقمية الذكية للقاعات والمكاتب الرئيسية مع صندوق الاستثمارات العامة - المرحلة الثانية، بقيمة إجمالية قدرها 96,361,437.10 ريال سعودي","7200","https://t.co/DDqPWZsR10","https://t.co/6yB6SpFpUE"
"2302","Interim Financial Results Ending 31-03-2023 (Types)","النتائج المالية الأولية للفترة المنتهية في 2023-03-31 (  ثلاثة أشهر )","The mine’s profits decreased to 81.9 million riyals (-16%) by the end of the first quarter of 2023","انخفاض أرباح المنجم إلى 81.9 مليون ريال (-16%) بنهاية الربع الأول من عام 2023","4162","https://t.co/fo6bnBCtdX","https://t.co/XqlE4bVO8q"
"2301","Distribution of cash dividends","توزيع أرباح نقدية","Distribution of (1.5) cash dividends for the second half of the fiscal year 2022 AD

due date:
On Thursday 13-04-2023 pm

Dividend date:
On Tuesday 09-05-2023 pm","توزيع أرباح نقدية (1.5) عن النصف الثاني من العام المالي 2022م

تاريخ الاستحقاق:
يوم الخميس 13-04-2023م

تاريخ التوزيعات النقدية:
يوم الثلاثاء 09-05-2023م","4260","https://t.co/npvEYBVQqZ","https://t.co/LtORZDNymG"
"2300","General Assembly","الجمعية العمومية","Al-Hammadi’s general assembly approves the dividend distribution policy for a period of 3 years, starting from the third quarter of 2022","عمومية الحمادي توافق على سياسة توزيع الأرباح لفترة 3 سنوات بداية من الربع الثالث 2022","4007","",""
"2299","attend a meeting","حضور اجتماع","Inviting the shareholders to attend and vote in the Extraordinary General Assembly meeting (the first meeting), which is scheduled to be held, God willing, at half past six on Monday 10/18/1444 AH

1. Review and discuss the report of the Board of Directors for the fiscal year ending on December 31, 2022.
2. Reviewing and discussing the financial statements for the fiscal year ending on December 31, 2022.
3. Discussing the auditor's report for the fiscal year ending on December 31, 2022 AD.
4. Voting on the Board of Directors’ recommendation to increase the company’s capital by distributing bonus shares to shareholders by capitalizing 15,000,000,000 Saudi riyals from the retained earnings.","دعوة المساهمين للحضور والتصويت في اجتماع الجمعية العامة غير العادية (الاجتماع الأول) والمقرر انعقادها بمشيئة الله تعالى في تمام الساعة السادسة والنصف يوم الاثنين 18\\10\\1444هـ 

1.الاطلاع على تقرير مجلس الإدارة للسنة المالية المنقضية في 31 ديسمبر 2022م ومناقشته.
2.الاطلاع على القوائم المالية للسنة المالية المنقضية في 31 ديسمبر 2022م ومناقشتها.
3.مناقشة تقرير مراجع الحسابات للسنة المالية المنقضية في 31 ديسمبر 2022م.
4.التصويت على توصية مجلس الإدارة بزيادة رأس مال الشركة من خلال توزيع أسهم منح للمساهمين عبر رسملة 15,000,000,000 ريال سعودي من الأرباح المبقاة","2222","https://t.co/hgfJLDCXLW","https://t.co/jGPCh4f1od"
"2298","Recent developments announced by the state","التطورات الأخيرة التي أعلنتها الدولة","Reference is made to the State’s announcement on the Saudi Press Agency on 25/9/1444H (corresponding to 16/04/2023G) in relation to the State’s transfer of 4% of the Saudi Arabian Oil Company’s shares to the Sanabil.
Following the transfer, the State remains Saudi Aramco’s largest shareholder, retaining 90.186% shareholding.

This is a private transfer between the State and Sanabil, and the Company is not a party to the transfer and did not enter into any agreements or pay or receive any proceeds from the transfer.","إشارة إلى إعلان الدولة عبر وكالة الأنباء السعودية بتاريخ 1444/9/25هـ، الموافق 2023/4/16م فيما يتعلق بنقل نسبة قدرها 4% من أسهم أرامكو السعودية إلى سنابل للاستثمار.
توضح الشركة أنه بعد عملية النقل تظل الدولة المساهم الأكبر في الشركة حيث تملك 90.186 % من أسهم الشركة.

كما توضح الشركة أن عملية النقل هذه هي عملية خاصة بين الدولة وسنابل للاستثمار، والشركة ليست طرفًا فيها ولم تدخل في أي اتفاقيات بخصوصها، ولا يترتب على الشركة أي مدفوعات أو عوائد ناجمة عن عملية النقل.","2222","https://t.co/F46qyHYEmp","https://t.co/3m0553C0tn"
"2297","Increasing the capital","زيادة راس المال","Increasing the capital by issuing priority rights shares at a value of 163,459,510 Saudi riyals","زيادة رأس المال عن طريق طرح أسهم حقوق أولوية بقيمة 163,459,510 ريال سعودي","1213","https://t.co/ezMmAd1TB5","https://t.co/84MaXP99pL"
"2296","Signing a memorandum of understanding","توقيع مذكرة تفاهم","Sign a non-binding letter with Eczacıbaşı Yapı Company. (EYAP)Gereçleri A.Ş affiliated to the Turkish Eczacıbaşı Group

The letter aims to study the establishment of a company based in the Kingdom of Saudi Arabia, owned equally between the two parties, specialized in the manufacture and sale of sanitary ware and its complementary parts, provided that the entire assets and factories of the sanitary products sector of the Saudi Ceramic Company are transferred to the new company in the event of an agreement.","توقيع خطاب غير ملزم مع شركة Eczacıbaşı Yapı . (EYAP)Gereçleri A.Ş التابعة لمجموعة Eczacıbaşı Group التركية

يهدف الخطاب الى دراسة تأسيس شركة مقرها المملكة العربية السعودية مملوكة بالتساوي بين الطرفين متخصصة في تصنيع وبيع الأدوات الصحية والقطع المكملة لها، على ان يتم نقل كامل أصول ومصانع قطاع المنتجات الصحية لشركة الخزف السعودي الى الشركة الجديدة في حال تم الاتفاق.","2040","https://t.co/6oBVfmoNeN","https://t.co/2dtOlM8vby"
"2295","Awarding a project","ترسية مشروع","Awarding a project for designing the electronic services support center","ترسية مشروع تصميم مركز دعم الخدمات الإلكترونية يهدف المشروع الى تطوير بوابة إلكترونية موحدة لخدمات الجهات الحكومية والقطاع الخاص بقيمة 14,294,458.60","9550","https://t.co/GC4Grfmj4K","https://t.co/nnKvf8idzW"
"2294","Financial Results for the Period Ending on 2023-03-31 ( Three Months )","النتائج المالية الأولية للفترة المنتهية في 2023-03-31 ( ثلاثة أشهر )","The profits of the Tadawul Group decreased to 90.8 million riyals (-35%) during the first quarter of 2023","انخفاض أرباح مجموعة تداول إلى 90.8 مليون ريال (-35%) خلال الربع الأول 2023","1111","https://t.co/yCyG4nFAOQ","https://t.co/uvPgmYtllh"
"2293","Capital increase","زيادة رأس المال","The Authority’s approval of the company’s request to increase its capital from (660,000,000) riyals to (900,000,000) riyals by granting (1) free share for every (2.75) shares, provided that the value of the capital increase is paid by transferring an amount of (240,000,000) riyals from item “ Share premium”, and thus the number of shares increases from (66,000,000) shares to (90,000,000) shares, an increase of (24,000,000) shares","موافقة الهيئة على طلب الشركة بزيادة رأس مالها من (660,000,000) ريال إلى (900,000,000) ريال وذلك بمنح (1) سهم مجاني مقابل كل (2.75) سهم على أن تسدد قيمة الزيادة في رأس المال عن طريق تحويل مبلغ (240,000,000) ريال من بند ""علاوة إصدار الأسهم""، وبالتالي يزداد عدد الأسهم من (66,000,000) سهم إلى (90,000,000) سهم، بزيادة قدرها (24,000,000) سهم","1322","",""
"2292","Appointing a chairman and his deputy","تعيين رئيس ونائب الرئيس","Mr. Salah Rashid Abdul Rahman Al-Rashed has been appointed Chairman of the Board of Directors
Appointing Mr. Abdul Mohsen Ibrahim Abdul Aziz Al Tawq as Vice-Chairman of the Board of Directors, based on the decision of the elected Board of Directors during its meeting held on 06 Ramadan 1444 AH corresponding to March 28, 2023 AD.","تم تعيين الأستاذ / صلاح راشد عبد الرحمن الراشد رئيساً لمجلس الإدارة
تعيين الأستاذ / عبد المحسن ابراهيم عبد العزيز الطوق نائباً لرئيس مجلس الإدارة ذلك عن  قرار مجلس الإدارة المنتخب خلال اجتماعه المنعقد بتاريخ 06 رمضان 1444هـ الموافق 28 مارس 2023م","1080","https://t.co/NnDMNWkicl","https://t.co/PxiIqMDhzT"
"2291","Capital increase","زيادة رأس المال","""
The Capital Market Authority’s approval of the company’s request to increase its capital from (24,611,822,920) riyals to (36,917,734,380) riyals by granting (1) free share for every two shares
Provided that the value of the increase in the capital is paid by transferring an amount of (2,508,926,200) riyals from the item “statutory reserve” and an amount of (9,796,985,260) riyals from the item “retained earnings”, and thus the number of shares increases from (2,461,182,292) shares to (3,691,773,438) ) shares, with an increase of (1,230,591,146) shares.","موافقة هيئة سوق المال  على طلب الشركة  بزيادة رأس مالها من (24,611,822,920) ريال إلى (36,917,734,380) ريال وذلك بمنح (1) سهم مجاني مقابل كل سهمين
على أن تسدد قيمة الزيادة في رأس المال عن طريق تحويل مبلغ (2,508,926,200) ريال من بند ""الاحتياطي النظامي"" ومبلغ (9,796,985,260)  ريال من بند ""الأرباح المبقاة""، وبالتالي يزداد عدد الأسهم من (2,461,182,292) سهم إلى (3,691,773,438) سهم، بزيادة قدرها (1,230,591,146) سهم.","1211","",""
"2290","Quarterly statement","البيان ربع السنوي","Availability of the Fund's quarterly statement for the period ending on March 31, 2023","إتاحة البيان ربع سنوي للصندوق عن الفترة المنتهية في 2023-03-31","4345","https://t.co/NrEJAHaPQz","https://t.co/gVjI2E8hAi"
"2289","Quarterly statement","البيان ربع السنوي","Availability of the Fund's quarterly statement for the period ending on March 31, 2023","إتاحة البيان ربع سنوي للصندوق عن الفترة المنتهية في 2023-03-31","4335","https://t.co/v9Lh1AP4kn","https://t.co/0sOz7lfcXM"
"2288","Quarterly statement","البيان ربع السنوي","Availability of the Fund's quarterly statement for the period ending on March 31, 2023","إتاحة البيان ربع سنوي للصندوق عن الفترة المنتهية في 2023-03-31","4342","https://t.co/V2huMbJvnY","https://t.co/e0DGxE5uxH"
"2287","Quarterly statement","البيان ربع السنوي","Availability of the Fund's quarterly statement for the period ending on March 31, 2023","إتاحة البيان ربع السنوي لـلصندوق عن الفترة المنتهية في 2023-03-31","4700","https://t.co/LxtlPQXM7f","https://t.co/58Yzzl1xzT"
"2286","Corrective announcement","إعلان تصحیحي","""
Wrong statement Earnings (loss) per share for the fiscal year ending 31/12/2022 - 0.70
Earnings (loss) per share for the fiscal year ending 12/31/2021 -1.31.
Correcting the error and the correct one is that the earnings (loss) per share for the fiscal year ending 12/31/2022 - 0.75
Earnings (loss) per share for the fiscal year ending 12/31/2021 -1.42.","البيان الخاطئ ربحیة (خسارة) السھم عن السنة المالیة المنتھیة 2022/12/31م - 0.70
وربحیة (خسارة) السھم عن السنة المالیة المنتھیة 2021/12/31م -1.31.
تصحيح الخطأ والصحیح ان ربحیة (خسارة) السھم عن السنة المالیة المنتھیة 2022/12/31م - 0.75
وربحیة (خسارة) السھم عن السنة المالیة المنتھیة 2021/12/31م -1.42 .","4170","https://t.co/IZ3JgWnLYH","https://t.co/IMoagKQhin"
"2285","Quarterly statement","البيان ربع السنوي","Availability of the Fund's quarterly statement for the period ending on March 31, 2023","إتاحة البيان ربع السنوي للصندوق عن الفترة المنتهية في 2023-03-31","9406","https://t.co/XExDGO0Wt8","https://t.co/VwdZeScZYt"
"2284","Quarterly statement","البيان ربع السنوي","Availability of the Fund's quarterly statement for the period ending on March 31, 2023","إتاحة البيان الربع سنوي للصندوق عن الفترة المنتهية في 31 مارس 2023م","4349","https://t.co/zba9O0gOMx","https://t.co/luhjINfCbo"
"2283","Quarterly statement","البيان ربع السنوي","Availability of the Fund's quarterly statement for the period ending on March 31, 2023","إتاحة البيان ربع السنوي للصندوق عن الفترة المنتهية في 31 / 03 / 2023","9402","https://t.co/IfWAjcr6pf","https://t.co/1CxAl44pY8"
"2282","Quarterly statement","البيان ربع السنوي","Availability of the Fund's quarterly statement for the period ending on March 31, 2023","إتاحة البيان الربع سنوي لصندوق عن الفترة المنتهية في 31 مارس 2023م","4336","https://t.co/OmxJsPeVAa","https://t.co/dwkVJDD6lM"
"2281","Quarterly statement","البيان ربع السنوي","Availability of the Fund's quarterly statement for the period ending on March 31, 2023","إتاحة البيان الربع سنوي للصندوق عن الفترة المنتهية في 31 مارس 2023م","4346","https://t.co/Dx1nv9C47m","https://t.co/E7ctxsdc5V"
"2280","Quarterly statement","البيان ربع السنوي","Availability of the quarterly statement of the Fund for the period ending on 03-31-2023","إتاحة البيان ربع سنوي  لـلصندوق  للفترة المنتهية في 2023-03-31","4331","https://t.co/XyDaTLcpva","https://t.co/iVOV4XZxUq"
"2279","Addendum Announcement","إعلان إلحاقي","Buying its shares for the purpose of keeping them as treasury shares, with a maximum number of 7,116,666 shares, not exceeding 10% of the issued shares.","شراء أسهمها بغرض الاحتفاظ بها كأسهم خزينة وبحد أقصى عدد 7,116,666 سهم، بحيث لا تتعدى نسبة 10% من الأسهم المصدرة","4260","https://t.co/2iA7mrK5ui","https://t.co/JQH4QiXBRW"
"2278","Quarterly statement","البيان ربع السنوي","Availability of the first quarterly statement for the year 2023","إتاحة البيان ربع السنوي الأول للعام 2023","4339","https://t.co/trdl6fKWWk","https://t.co/3LWcyuhMXC"
